10,Arahura,,Tūhuru,Tribal,171.033283,-42.673451,"1 Old Christchurch Road, Arahura",Ngāi Tahu,Te Rūnanga o Ngāti Waewae,,TKM,Te Waipounamu,4566,"Arahura | Tuhuru | Ngai Tahu | Te Runanga o Ngati Waewae | 1 Old Christchurch Road, Arahura | Te Waipounamu","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Arahura - GIS_MID=10"">Send feedback on Arahura</a>","<a href=""https://www.google.com/maps/place/-42.6734510000000,171.0332830000000/data=!3m1!1e3"">View location on Google Maps</a>"
11,Araiteuru,Arai te uru,Still in discussion,Urban,170.491063,-45.860934,"24 Shetland St., Wakari, Dunedin",,,whakapapa.maori.org.nz,"F/S, TKM, WWW",Te Waipounamu,6299,"Araiteuru | Arai te uru | Still in discussion | 24 Shetland St., Wakari, Dunedin | Te Waipounamu","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Araiteuru - GIS_MID=11"">Send feedback on Araiteuru</a>","<a href=""https://www.google.com/maps/place/-45.8609340000000,170.4910630000000/data=!3m1!1e3"">View location on Google Maps</a>"
12,Aranui,,Arapera / Te Poho o Ngapera,Tribal,177.405219,-38.977388,"Devery Rd., Wairoa","Ngāti Kahungunu, Te Wairoa iwi and hapu","Ngāi Tamaterangi, Ngāti Peehi, Ngāti Tamaterangi","kahungunu.iwi.nz, Wairoa DC","TKM, WWW",Ikaroa-Rāwhiti,5143,"Aranui | Arapera / Te Poho o Ngapera | Ngati Kahungunu, Te Wairoa iwi and hapu | Ngai Tamaterangi, Ngati Peehi, Ngati Tamaterangi | Devery Rd., Wairoa | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Aranui - GIS_MID=12"">Send feedback on Aranui</a>","<a href=""https://www.google.com/maps/place/-38.9773880000000,177.4052190000000/data=!3m1!1e3"">View location on Google Maps</a>"
1010,Araparera (Te Aroha Pā),,Kia Mahara,Tribal,174.457439,-36.509481,"2558 SH16, Araparera, Kaukapakapa, Warkworth","Ngāti Whātua, Ngāti Whātua o Kaipara",Ngāti Rāngo (Rongo),,"Pat Park, TKM",Tāmaki Makaurau,6048,"Araparera (Te Aroha Pa) | Kia Mahara | Ngati Whatua, Ngati Whatua o Kaipara | Ngati Rango (Rongo) | 2558 SH16, Araparera, Kaukapakapa, Warkworth | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Araparera (Te Aroha Pā) - GIS_MID=1010"">Send feedback on Araparera (Te Aroha Pā)</a>","<a href=""https://www.google.com/maps/place/-36.5094810000000,174.4574390000000/data=!3m1!1e3"">View location on Google Maps</a>"
1057,Ararātā,,No wharenui,Tribal,174.376762,-39.511891,Ararātā,Ngāti Ruanui,Ngāti Hawe,,TKM,Te Tai Hauāuru,4954,Ararata | No wharenui | Ngati Ruanui | Ngati Hawe | Ararata | Te Tai Hauauru,"<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Ararātā - GIS_MID=1057"">Send feedback on Ararātā</a>","<a href=""https://www.google.com/maps/place/-39.5118910000000,174.3767620000000/data=!3m1!1e3"">View location on Google Maps</a>"
13,Arimawha Marae,,,,177.358246,-38.958849,"966 Awamate Rd., Frasertown",Hawkes Bay - Wairarapa,,"kahungunu.iwi.nz, Wairoa DC",WWW,Ikaroa-Rāwhiti,0,"Arimawha Marae | Hawkes Bay - Wairarapa | 966 Awamate Rd. Frasertown | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Arimawha Marae - GIS_MID=13"">Send feedback on Arimawha Marae</a>","<a href=""https://www.google.com/maps/place/-38.9588490000000,177.3582460000000/data=!3m1!1e3"">View location on Google Maps</a>"
928,Aropaoanui,,,,176.989358192,-39.273097161,"1124 Aropaoanui Rd., Aropaoanui Beach, Napier",Hawkes Bay - Wairarapa,,,Pat Park,Ikaroa-Rāwhiti,0,"Aropaoanui | Hawkes Bay - Wairarapa | 1124 Aropaoanui Rd., Aropaoanui Beach, Napier | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Aropaoanui - GIS_MID=928"">Send feedback on Aropaoanui</a>","<a href=""https://www.google.com/maps/place/-39.2730971609728,176.9893581920603/data=!3m1!1e3"">View location on Google Maps</a>"
14,Arowhenua,,Te Hapa o Niu Tireni,Tribal,171.270072,-44.254661,"39 Huirapa St., Temuka",Ngāi Tahu,Te Rūnanga o Arowhenua,,"F/S, TKM",Te Waipounamu,4574,"Arowhenua | Te Hapa o Niu Tireni | Ngai Tahu | Te Runanga o Arowhenua | 39 Huirapa St., Temuka | Te Waipounamu","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Arowhenua - GIS_MID=14"">Send feedback on Arowhenua</a>","<a href=""https://www.google.com/maps/place/-44.2546610000000,171.2700720000000/data=!3m1!1e3"">View location on Google Maps</a>"
15,Āruka,,Tahaaroa,Tribal,174.736985,-38.15315,"Āruka Marae Road, Taharoa","Maniapoto, Waikato","Hikairo, Ngāti Mahuta, Ngāti Te Weehi",,"F/S, TKM",Waikato-Waiariki,5102,"Aruka | Tahaaroa | Maniapoto, Waikato | Hikairo, Ngati Mahuta, Ngati Te Weehi | Aruka Marae Road, Taharoa | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Āruka - GIS_MID=15"">Send feedback on Āruka</a>","<a href=""https://www.google.com/maps/place/-38.1531500000000,174.7369850000000/data=!3m1!1e3"">View location on Google Maps</a>"
16,Ātene (Kakata),,Te Rangi-i-heke-iho,Tribal,175.145744,-39.724139,"2066 Whanganui River Road, Parikino","Whanganui Iwi / Te Atihaunui a Pāpārangi, Whanganui Land Settlement (Lower Whanganui)",Ngāti Hineoneone,"whakapapa.maori.org.nz, Wanganui DC","F/S, MFish, TKM, WWW",Te Tai Hauāuru,5833,"Atene (Kakata) | Te Rangi-i-heke-iho | Whanganui Iwi / Te Atihaunui a Paparangi, Whanganui Land Settlement (Lower Whanganui) | Ngati Hineoneone | 2066 Whanganui River Road, Parikino | Te Tai Hauauru","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Ātene (Kakata) - GIS_MID=16"">Send feedback on Ātene (Kakata)</a>","<a href=""https://www.google.com/maps/place/-39.7241390000000,175.1457440000000/data=!3m1!1e3"">View location on Google Maps</a>"
17,Auckland Airport / Te Manukanuka o Hoturoa,Auckland International Airport Marae,Kahupaake,Institutional,174.797213,-36.997617,"Uenuku Way, Auckland Airport",,,,"F/S, TKM",Tāmaki Makaurau,6339,"Auckland Airport / Te Manukanuka o Hoturoa | Auckland International Airport Marae | Kahupaake | Uenuku Way, Auckland Airport | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Auckland Airport / Te Manukanuka o Hoturoa - GIS_MID=17"">Send feedback on Auckland Airport / Te Manukanuka o Hoturoa</a>","<a href=""https://www.google.com/maps/place/-36.9976170000000,174.7972130000000/data=!3m1!1e3"">View location on Google Maps</a>"
989,Auckland Girls Grammar,,Kahurangi ki Maungawhau,Institutional,174.753602,-36.856361,"Auckland Girls Grammar School, 16 Howe St., Auckland",,,,"Pat Park, TKM",Tāmaki Makaurau,6317,"Auckland Girls Grammar | Kahurangi ki Maungawhau | Auckland Girls Grammar School, 16 Howe St., Auckland | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Auckland Girls Grammar - GIS_MID=989"">Send feedback on Auckland Girls Grammar</a>","<a href=""https://www.google.com/maps/place/-36.8563610000000,174.7536020000000/data=!3m1!1e3"">View location on Google Maps</a>"
19,AUTechnology / Ngā Wai o Horotiu,,Te Purengi,Institutional,174.767824,-36.853824,"Auckland University of Technology, Cnr. St Paul St. and Wellesley St., Auckland",,,,"F/S, TKM",Tāmaki Makaurau,6330,"AUTechnology / Nga Wai o Horotiu | Te Purengi | Auckland University of Technology, Cnr. St Paul St. and Wellesley St., Auckland | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on AUTechnology / Ngā Wai o Horotiu - GIS_MID=19"">Send feedback on AUTechnology / Ngā Wai o Horotiu</a>","<a href=""https://www.google.com/maps/place/-36.8538240000000,174.7678240000000/data=!3m1!1e3"">View location on Google Maps</a>"
20,Awataha,,Tāne Whakapiripiri,Urban,174.75636,-36.794891,"58A Akoranga Drive, Northcote",,,whakapapa.maori.org.nz,"F/S, TKM, WWW",Tāmaki Makaurau,6259,"Awataha | Tane Whakapiripiri | 58A Akoranga Drive, Northcote | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Awataha - GIS_MID=20"">Send feedback on Awataha</a>","<a href=""https://www.google.com/maps/place/-36.7948910000000,174.7563600000000/data=!3m1!1e3"">View location on Google Maps</a>"
21,Awatere,,Te Aotaihi,Tribal,178.348972,-37.678677,"3595 SH 35 Marangairoa, Te Araroa",Ngāti Porou,Te Whānau a Hinerupe,"whakapapa.maori.org.nz, Gisborne DC","F/S, MFish, TKM, WWW",Ikaroa-Rāwhiti,5800,"Awatere | Te Aotaihi | Ngati Porou | Te Whanau a Hinerupe | 3595 SH 35 Marangairoa, Te Araroa | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Awatere - GIS_MID=21"">Send feedback on Awatere</a>","<a href=""https://www.google.com/maps/place/-37.6786770000000,178.3489720000000/data=!3m1!1e3"">View location on Google Maps</a>"
1006,Bay of Islands College,,Te Toka Whakakotahi,Institutional,174.076213,-35.379889,"1-9 Derrick Rd., Kawakawa",,,,"Pat Park, TKM",Te Taitokerau,6310,"Bay of Islands College | Te Toka Whakakotahi | 1-9 Derrick Rd., Kawakawa | Te Taitokerau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Bay of Islands College - GIS_MID=1006"">Send feedback on Bay of Islands College</a>","<a href=""https://www.google.com/maps/place/-35.3798890000000,174.0762130000000/data=!3m1!1e3"">View location on Google Maps</a>"
247,Birkenhead College,,Nga Pihi o Te Purapura Pai,Institutional,174.699382,-36.799191,"Birkenhead College, 140 Birkdale St., Birkenhead",,,,"F/S, TKM",Tāmaki Makaurau,6318,"Birkenhead College | Nga Pihi o Te Purapura Pai | Birkenhead College, 140 Birkdale St., Birkenhead | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Birkenhead College - GIS_MID=247"">Send feedback on Birkenhead College</a>","<a href=""https://www.google.com/maps/place/-36.7991910000000,174.6993820000000/data=!3m1!1e3"">View location on Google Maps</a>"
917,Bishop Viard College,,Te Whare Tūhono,Institutional,174.84073,-41.139143,"Viard College, 20 Kenepuru Dr., Kenepuru, Porirua",,,,"Pat Park, TKM",Te Tai Hauāuru,6406,"Bishop Viard College | Te Whare Tuhono | Viard College, 20 Kenepuru Dr., Kenepuru, Porirua | Te Tai Hauauru","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Bishop Viard College - GIS_MID=917"">Send feedback on Bishop Viard College</a>","<a href=""https://www.google.com/maps/place/-41.1391430000000,174.8407300000000/data=!3m1!1e3"">View location on Google Maps</a>"
951,BOP Polytechnic,,Pomare,Institutional,176.15132,-37.733517,"Bay of Plenty Polytechnic, 70 Windemere Drive, Tauranga",,,,"Pat Park, TKM",Waikato-Waiariki,6359,"BOP Polytechnic | Pomare | Bay of Plenty Polytechnic, 70 Windemere Drive, Tauranga | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on BOP Polytechnic - GIS_MID=951"">Send feedback on BOP Polytechnic</a>","<a href=""https://www.google.com/maps/place/-37.7335170000000,176.1513200000000/data=!3m1!1e3"">View location on Google Maps</a>"
24,Broadwood Area School,,Te Whiringa Muka o Te Tangata,Institutional,173.394657,-35.260902,"1041 Broadwood Rd, Broadwood, North Hokianga",,,,TKM,Te Taitokerau,6311,"Broadwood Area School | Te Whiringa Muka o Te Tangata | 1041 Broadwood Rd, Broadwood, North Hokianga | Te Taitokerau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Broadwood Area School - GIS_MID=24"">Send feedback on Broadwood Area School</a>","<a href=""https://www.google.com/maps/place/-35.2609020000000,173.3946570000000/data=!3m1!1e3"">View location on Google Maps</a>"
25,Cambridge Community Marae,Nga Hau E Wha,Te Puawaitanga,Urban,175.465237,-37.901034,"3 Bracken St., Cambridge",,,,"F/S, TKM",Waikato-Waiariki,6279,"Cambridge Community Marae | Nga Hau E Wha | Te Puawaitanga | 3 Bracken St., Cambridge | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Cambridge Community Marae - GIS_MID=25"">Send feedback on Cambridge Community Marae</a>","<a href=""https://www.google.com/maps/place/-37.9010340000000,175.4652370000000/data=!3m1!1e3"">View location on Google Maps</a>"
938,Central Hawkes Bay College,,Te Kupenga a Te Huki,Institutional,176.560467,-40.001743,"Central Hawkes Bay College, 35 Tavistock Rd., Waipukurau",,,,"Pat Park, TKM",Ikaroa-Rāwhiti,6372,"Central Hawkes Bay College | Te Kupenga a Te Huki | Central Hawkes Bay College, 35 Tavistock Rd., Waipukurau | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Central Hawkes Bay College - GIS_MID=938"">Send feedback on Central Hawkes Bay College</a>","<a href=""https://www.google.com/maps/place/-40.0017430000000,176.5604670000000/data=!3m1!1e3"">View location on Google Maps</a>"
935,Chanel College,,Hinerangi,Institutional,175.653531,-40.959757,"Chanel College, Herbert St., Masterton",,,,"Pat Park, TKM",Ikaroa-Rāwhiti,6373,"Chanel College | Hinerangi | Chanel College, Herbert St., Masterton | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Chanel College - GIS_MID=935"">Send feedback on Chanel College</a>","<a href=""https://www.google.com/maps/place/-40.9597570000000,175.6535310000000/data=!3m1!1e3"">View location on Google Maps</a>"
1085,Church of Te Hepara Pai Marae,Te Whakaruruhau,Te Whakaruruhau,Urban,172.661438,-43.541626,"290 Ferry Road, Christchurch",,,Once part of the now-closed Te Waipounamu Maori Girls’ College,WWW,Te Waipounamu,0,"Church of Te Hepara Pai Marae | Te Whakaruruhau | Te Whakaruruhau | 290 Ferry Road, Christchurch | Te Waipounamu","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Church of Te Hepara Pai Marae - GIS_MID=1085"">Send feedback on Church of Te Hepara Pai Marae</a>","<a href=""https://www.google.com/maps/place/-43.5416260000000,172.6614380000000/data=!3m1!1e3"">View location on Google Maps</a>"
27,College of Education,College Of Education Marae; Te Haonui,Te Kupenga o Te Matauranga,Institutional,175.630714,-40.37097,"Centennial Drive, Palmerston North",,,,"F/S, TKM",Te Tai Hauāuru,6388,"College of Education | College Of Education Marae; Te Haonui | Te Kupenga o Te Matauranga | Centennial Drive, Palmerston North | Te Tai Hauauru","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on College of Education - GIS_MID=27"">Send feedback on College of Education</a>","<a href=""https://www.google.com/maps/place/-40.3709700000000,175.6307140000000/data=!3m1!1e3"">View location on Google Maps</a>"
700,Devonport Naval Base / Te Taua Moana,,Whetū Moana,Institutional,174.785263,-36.822472,"Ngataringa Bay Access Road, Devenport Naval Base, Devenport, Auckland",,,whakapapa.maori.org.nz,"TKM, WWW",Tāmaki Makaurau,6343,"Devonport Naval Base / Te Taua Moana | Whetu Moana | Ngataringa Bay Access Road, Devenport Naval Base, Devenport, Auckland | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Devonport Naval Base / Te Taua Moana - GIS_MID=700"">Send feedback on Devonport Naval Base / Te Taua Moana</a>","<a href=""https://www.google.com/maps/place/-36.8224720000000,174.7852630000000/data=!3m1!1e3"">View location on Google Maps</a>"
943,Edgecumbe College,,Te Ara Poutama,Institutional,176.827513,-37.968246,"Edgecumbe College, 100 College Rd., Edgecumbe",,,,"Pat Park, TKM",Waikato-Waiariki,6363,"Edgecumbe College | Te Ara Poutama | Edgecumbe College, 100 College Rd., Edgecumbe | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Edgecumbe College - GIS_MID=943"">Send feedback on Edgecumbe College</a>","<a href=""https://www.google.com/maps/place/-37.9682460000000,176.8275130000000/data=!3m1!1e3"">View location on Google Maps</a>"
987,Edgewater College / Te Tahawai,Edgewater College,Te Wai o Paoa,Institutional,174.874383,-36.923539,"32 Edgewater Drive, Pakuranga",,,,"Pat Park, TKM",Tāmaki Makaurau,6342,"Edgewater College / Te Tahawai | Edgewater College | Te Wai o Paoa | 32 Edgewater Drive, Pakuranga | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Edgewater College / Te Tahawai - GIS_MID=987"">Send feedback on Edgewater College / Te Tahawai</a>","<a href=""https://www.google.com/maps/place/-36.9235390000000,174.8743830000000/data=!3m1!1e3"">View location on Google Maps</a>"
28,Erepēti,,Pourangahua,Tribal,177.399037705,-38.7655608701,"1728 Ruakituri Rd., Te Reinga","Ngāti Kahungunu, Te Wairoa iwi and hapu",Ngāti Hingānga (Te Aitanga o Pourangahua),"kahungunu.iwi.nz, Wairoa DC","TKM, WWW",Ikaroa-Rāwhiti,5145,"Erepeti | Pourangahua | Ngati Kahungunu, Te Wairoa iwi and hapu | Ngati Hinganga (Te Aitanga o Pourangahua) | 1728 Ruakituri Rd., Te Reinga | Ikaroa-Rawhiti","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Erepēti - GIS_MID=28"">Send feedback on Erepēti</a>","<a href=""https://www.google.com/maps/place/-38.7655608700591,177.3990377052569/data=!3m1!1e3"">View location on Google Maps</a>"
982,Fairfield College / Aratiatia,,Te Ihorangi,Institutional,175.27654,-37.764172,"Fairfield College, 25 Bankwood Rd., Fairfield, Hamilton",,,,"Pat Park, TKM",Waikato-Waiariki,6348,"Fairfield College / Aratiatia | Te Ihorangi | Fairfield College, 25 Bankwood Rd., Fairfield, Hamilton | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Fairfield College / Aratiatia - GIS_MID=982"">Send feedback on Fairfield College / Aratiatia</a>","<a href=""https://www.google.com/maps/place/-37.7641720000000,175.2765400000000/data=!3m1!1e3"">View location on Google Maps</a>"
694,Green Bay High School / Te Roopu o Kakariki,,Te Tiki a Taranga; Whare Akoranga,Institutional,174.670349,-36.930823,"Green Bay High School, 143-161 Godley Rd., Green Bay, Waitakere City",,,Waitakere CC (Kakiriki - Educational),"F/S, MFish, TKM",Tāmaki Makaurau,6341,"Green Bay High School / Te Roopu o Kakariki | Te Tiki a Taranga; Whare Akoranga | Green Bay High School, 143-161 Godley Rd., Green Bay, Waitakere City | Tamaki Makaurau","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Green Bay High School / Te Roopu o Kakariki - GIS_MID=694"">Send feedback on Green Bay High School / Te Roopu o Kakariki</a>","<a href=""https://www.google.com/maps/place/-36.9308230000000,174.6703490000000/data=!3m1!1e3"">View location on Google Maps</a>"
29,Hahuru,,Hahuru,Tribal,176.737504,-38.042228,"161 Onepū Springs Road, Kawerau, Whakatane",Ngāti Tūwharetoa (Bay of Plenty),"Ngāi Tamarangi, Ngāti Irawharo, Ngāti Peehi, Ngāti Poutomuri, Ngāti Umutahi, Te Aotahi",whakapapa.maori.org.nz,"EBOP, R/O, TKM, WWW",Waikato-Waiariki,5276,"Hahuru | Hahuru | Ngati Tuwharetoa (Bay of Plenty) | Ngai Tamarangi, Ngati Irawharo, Ngati Peehi, Ngati Poutomuri, Ngati Umutahi, Te Aotahi | 161 Onepu Springs Road, Kawerau, Whakatane | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Hahuru - GIS_MID=29"">Send feedback on Hahuru</a>","<a href=""https://www.google.com/maps/place/-38.0422280000000,176.7375040000000/data=!3m1!1e3"">View location on Google Maps</a>"
30,Hairini,,Ranginui,Tribal,176.164739,-37.724137,"Tamahika St, Hairini, Tauranga",Ngāti Ranginui,Ngāi Te Ahi,whakapapa.maori.org.nz,"EBOP, F/S, R/O, TKM, WWW",Waikato-Waiariki,4854,"Hairini | Ranginui | Ngati Ranginui | Ngai Te Ahi | Tamahika St, Hairini, Tauranga | Waikato-Waiariki","<a href=""mailto:tpkmaps@tpk.govt.nz?subject=Feedback on Hairini - GIS_MID=30"">Send feedback on Hairini</a>","<a href=""https://www.google.com/maps/place/-37.7241370000000,176.1647390000000/data=!3m1!1e3"">View location on Google Maps</a>"
